"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Durée du voyage";"Raison principale du voyage";"Statistiques";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2019-10";"Total, tous les pays et régions";"";"Total, toutes les durées";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335322";"1.1.3.1";"30923";"A";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Total, toutes les durées";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335323";"1.1.4.1";"956";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Total, toutes les durées";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335324";"1.1.5.1";"4960";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Total, toutes les durées";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335325";"1.1.6.1";"5343";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Total, toutes les durées";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335326";"1.1.7.1";"2016";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Total, toutes les durées";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335327";"1.1.8.1";"5254";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Même jour";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335314";"1.2.1.1";"45662";"A";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Même jour";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335349";"1.2.2.1";"12769";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Même jour";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335351";"1.2.3.1";"19244";"A";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Même jour";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335353";"1.2.4.1";"568";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Même jour";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335355";"1.2.5.1";"4489";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Même jour";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335357";"1.2.6.1";"4230";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Même jour";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335359";"1.2.7.1";"654";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Même jour";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335361";"1.2.8.1";"3708";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Une nuit ou plus";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335315";"1.3.1.1";"25612";"A";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Une nuit ou plus";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335350";"1.3.2.1";"9052";"A";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Une nuit ou plus";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335352";"1.3.3.1";"11678";"A";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Une nuit ou plus";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335354";"1.3.4.1";"388";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Une nuit ou plus";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335356";"1.3.5.1";"472";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Une nuit ou plus";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335358";"1.3.6.1";"1114";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Une nuit ou plus";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335360";"1.3.7.1";"1362";"B";"";"";"0"
"2019-10";"Total, tous les pays et régions";"";"Une nuit ou plus";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335362";"1.3.8.1";"1546";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Total, toutes les durées";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335311";"2.1.1.1";"62569";"A";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Total, toutes les durées";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335328";"2.1.2.1";"17506";"A";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Total, toutes les durées";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335331";"2.1.3.1";"28878";"A";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Total, toutes les durées";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335334";"2.1.4.1";"883";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Total, toutes les durées";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335337";"2.1.5.1";"3906";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Total, toutes les durées";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335340";"2.1.6.1";"5019";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Total, toutes les durées";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335343";"2.1.7.1";"1621";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Total, toutes les durées";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335346";"2.1.8.1";"4756";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Même jour";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335316";"2.2.1.1";"43166";"A";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Même jour";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335363";"2.2.2.1";"11787";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Même jour";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335368";"2.2.3.1";"18818";"A";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Même jour";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335373";"2.2.4.1";"557";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Même jour";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335378";"2.2.5.1";"3660";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Même jour";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335383";"2.2.6.1";"4106";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Même jour";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335388";"2.2.7.1";"634";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Même jour";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335393";"2.2.8.1";"3604";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Une nuit ou plus";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335318";"2.3.1.1";"19403";"A";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Une nuit ou plus";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335365";"2.3.2.1";"5719";"A";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Une nuit ou plus";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335370";"2.3.3.1";"10060";"A";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Une nuit ou plus";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335375";"2.3.4.1";"326";"C";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Une nuit ou plus";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335380";"2.3.5.1";"245";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Une nuit ou plus";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335385";"2.3.6.1";"913";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Une nuit ou plus";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335390";"2.3.7.1";"987";"B";"";"";"0"
"2019-10";"Canada";"2021A000011124";"Une nuit ou plus";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335395";"2.3.8.1";"1152";"B";"";"";"0"
"2019-10";"États-Unis";"";"Total, toutes les durées";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335312";"3.1.1.1";"6331";"A";"";"";"0"
"2019-10";"États-Unis";"";"Total, toutes les durées";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335329";"3.1.2.1";"2911";"A";"";"";"0"
"2019-10";"États-Unis";"";"Total, toutes les durées";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335332";"3.1.3.1";"1373";"B";"";"";"0"
"2019-10";"États-Unis";"";"Total, toutes les durées";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335335";"3.1.4.1";"47";"C";"";"";"0"
"2019-10";"États-Unis";"";"Total, toutes les durées";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335338";"3.1.5.1";"1054";"B";"";"";"0"
"2019-10";"États-Unis";"";"Total, toutes les durées";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335341";"3.1.6.1";"270";"C";"";"";"0"
"2019-10";"États-Unis";"";"Total, toutes les durées";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335344";"3.1.7.1";"332";"B";"";"";"0"
"2019-10";"États-Unis";"";"Total, toutes les durées";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335347";"3.1.8.1";"343";"C";"";"";"0"
"2019-10";"États-Unis";"";"Même jour";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335317";"3.2.1.1";"2496";"B";"";"";"0"
"2019-10";"États-Unis";"";"Même jour";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335364";"3.2.2.1";"983";"B";"";"";"0"
"2019-10";"États-Unis";"";"Même jour";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335369";"3.2.3.1";"426";"C";"";"";"0"
"2019-10";"États-Unis";"";"Même jour";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335374";"3.2.4.1";"11";"E";"";"";"0"
"2019-10";"États-Unis";"";"Même jour";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335379";"3.2.5.1";"828";"B";"";"";"0"
"2019-10";"États-Unis";"";"Même jour";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335384";"3.2.6.1";"124";"D";"";"";"0"
"2019-10";"États-Unis";"";"Même jour";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335389";"3.2.7.1";"20";"E";"";"";"0"
"2019-10";"États-Unis";"";"Même jour";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335394";"3.2.8.1";"104";"E";"";"";"0"
"2019-10";"États-Unis";"";"Une nuit ou plus";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335319";"3.3.1.1";"3835";"A";"";"";"0"
"2019-10";"États-Unis";"";"Une nuit ou plus";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335366";"3.3.2.1";"1928";"A";"";"";"0"
"2019-10";"États-Unis";"";"Une nuit ou plus";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335371";"3.3.3.1";"947";"B";"";"";"0"
"2019-10";"États-Unis";"";"Une nuit ou plus";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335376";"3.3.4.1";"37";"D";"";"";"0"
"2019-10";"États-Unis";"";"Une nuit ou plus";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335381";"3.3.5.1";"226";"C";"";"";"0"
"2019-10";"États-Unis";"";"Une nuit ou plus";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335386";"3.3.6.1";"146";"C";"";"";"0"
"2019-10";"États-Unis";"";"Une nuit ou plus";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335391";"3.3.7.1";"312";"B";"";"";"0"
"2019-10";"États-Unis";"";"Une nuit ou plus";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335396";"3.3.8.1";"239";"C";"";"";"0"
"2019-10";"Outre-mer";"";"Total, toutes les durées";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335313";"4.1.1.1";"2374";"A";"";"";"0"
"2019-10";"Outre-mer";"";"Total, toutes les durées";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335330";"4.1.2.1";"1404";"A";"";"";"0"
"2019-10";"Outre-mer";"";"Total, toutes les durées";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335333";"4.1.3.1";"671";"B";"";"";"0"
"2019-10";"Outre-mer";"";"Total, toutes les durées";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335336";"4.1.4.1";"25";"E";"";"";"0"
"2019-10";"Outre-mer";"";"Total, toutes les durées";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335339";"4.1.5.1";"0";"E";"";"";"0"
"2019-10";"Outre-mer";"";"Total, toutes les durées";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335342";"4.1.6.1";"55";"C";"";"";"0"
"2019-10";"Outre-mer";"";"Total, toutes les durées";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335345";"4.1.7.1";"63";"C";"";"";"0"
"2019-10";"Outre-mer";"";"Total, toutes les durées";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335348";"4.1.8.1";"155";"C";"";"";"0"
"2019-10";"Outre-mer";"";"Une nuit ou plus";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335320";"4.3.1.1";"2374";"A";"";"";"0"
"2019-10";"Outre-mer";"";"Une nuit ou plus";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335367";"4.3.2.1";"1404";"A";"";"";"0"
"2019-10";"Outre-mer";"";"Une nuit ou plus";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335372";"4.3.3.1";"671";"B";"";"";"0"
"2019-10";"Outre-mer";"";"Une nuit ou plus";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335377";"4.3.4.1";"25";"E";"";"";"0"
"2019-10";"Outre-mer";"";"Une nuit ou plus";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335382";"4.3.5.1";"0";"E";"";"";"0"
"2019-10";"Outre-mer";"";"Une nuit ou plus";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335387";"4.3.6.1";"55";"C";"";"";"0"
"2019-10";"Outre-mer";"";"Une nuit ou plus";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335392";"4.3.7.1";"63";"C";"";"";"0"
"2019-10";"Outre-mer";"";"Une nuit ou plus";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335397";"4.3.8.1";"155";"C";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Total, toutes les durées";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335310";"1.1.1.1";"44554";"A";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Total, toutes les durées";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335321";"1.1.2.1";"14946";"A";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Total, toutes les durées";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335322";"1.1.3.1";"17654";"A";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Total, toutes les durées";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335323";"1.1.4.1";"1264";"D";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Total, toutes les durées";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335324";"1.1.5.1";"2241";"B";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Total, toutes les durées";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335325";"1.1.6.1";"3112";"B";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Total, toutes les durées";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335326";"1.1.7.1";"1401";"B";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Total, toutes les durées";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335327";"1.1.8.1";"3936";"B";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Même jour";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335314";"1.2.1.1";"28233";"A";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Même jour";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335349";"1.2.2.1";"8357";"B";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Même jour";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335351";"1.2.3.1";"11114";"A";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Même jour";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335353";"1.2.4.1";"944";"E";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Même jour";"Magasinage, non routinier";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335355";"1.2.5.1";"2083";"B";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Même jour";"Autres raisons personnelles";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335357";"1.2.6.1";"2301";"B";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Même jour";"Conférence ou congrès (pour les affaires)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335359";"1.2.7.1";"607";"D";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Même jour";"Autres raisons d'affaires";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335361";"1.2.8.1";"2826";"B";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Une nuit ou plus";"Total, toutes les raisons du voyage";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335315";"1.3.1.1";"16321";"A";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Une nuit ou plus";"Vacances, loisirs ou agrément";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335350";"1.3.2.1";"6588";"A";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Une nuit ou plus";"Visiter des amis ou de la parenté";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335352";"1.3.3.1";"6540";"A";"";"";"0"
"2020-01";"Total, tous les pays et régions";"";"Une nuit ou plus";"Conférence ou congrès (personnel)";"Nombre de voyages";"Nombre";"223";"milliers";"3";"v1064335354";"1.3.4.1";"320";"C";"";"";"0"
