Année modèle,Marque,Modèle,Catégorie de véhicule,Cylindrée (L),Cylindres,Transmission,Type de carburant,Ville (L/100 km),Route (L/100 km),Combinée (L/100 km),Combinée (mi/gal),Émissions de CO2 (g/km),Indice de CO2,Indice de smog
2025,Acura,ADX AWD,Familiale : petite,1.5,4,AV7,Z,9.1,7.7,8.5,33,199,6,5
2025,Acura,Integra A-SPEC,Grande berline,1.5,4,AV7,Z,8.1,6.5,7.4,38,172,6,6
2025,Acura,Integra A-SPEC,Grande berline,1.5,4,M6,Z,8.9,6.5,7.8,36,181,6,5
2025,Acura,Integra Type S,Grande berline,2.0,4,M6,Z,11.1,8.3,9.9,29,230,5,5
2025,Acura,MDX SH-AWD,Véhicule utilitaire sport : petit,3.5,6,AS10,Z,12.6,9.4,11.2,25,263,4,4
2025,Acura,MDX SH-AWD Type S,Véhicule utilitaire sport : ordinaire,3.0,6,AS10,Z,13.8,11.2,12.4,23,291,4,4
2025,Acura,RDX SH-AWD,Véhicule utilitaire sport : petit,2.0,4,AS10,Z,11.0,8.6,9.9,29,232,5,5
2025,Acura,RDX SH-AWD A-SPEC,Véhicule utilitaire sport : petit,2.0,4,AS10,Z,11.3,9.1,10.3,27,241,5,5
2025,Acura,TLX SH-AWD A-SPEC,Compacte,2.0,4,AS10,Z,11.3,8.1,9.8,29,231,5,6
2025,Acura,TLX Type S (Performance Tire),Compacte,3.0,6,AS10,Z,12.3,9.8,11.2,25,261,4,4
2025,Alfa Romeo,Giulia,Intermédiaire,2.0,4,A8,Z,10.0,7.2,8.7,32,205,5,4
2025,Alfa Romeo,Giulia AWD,Intermédiaire,2.0,4,A8,Z,10.5,7.7,9.2,31,217,5,4
2025,Alfa Romeo,Stelvio AWD,Véhicule utilitaire sport : petit,2.0,4,A8,Z,10.8,8.3,9.6,29,226,5,4
2025,Alfa Romeo,Tonale AWD,Véhicule utilitaire sport : petit,2.0,4,A9,X,11.3,8.1,9.9,29,231,5,6
2025,Aston Martin,DB12,Minicompacte,4.0,8,A8,Z,15.9,10.5,13.5,21,316,3,4
2025,Aston Martin,DBX707,Véhicule utilitaire sport : ordinaire,4.0,8,A9,Z,15.7,12.0,14.0,20,329,3,4
2025,Aston Martin,Vanquish,Deux places,5.2,12,A8,Z,17.6,11.3,14.8,19,347,3,2
2025,Aston Martin,Vantage,Deux places,4.0,8,A8,Z,15.3,10.5,13.1,22,308,4,4
2025,Audi,A3 40 TFSI quattro,Sous-compacte,2.0,4,AM7,Z,9.6,7.3,8.5,33,201,5,6
2025,Audi,A4 45 TFSI quattro,Compacte,2.0,4,AM7,Z,10.1,7.3,8.8,32,207,5,4
2025,Audi,A4 allroad 45 TFSI quattro,Familiale : petite,2.0,4,AM7,Z,10.3,7.8,9.2,31,215,5,4
2025,Audi,A5 Coupé 45 TFSI quattro,Sous-compacte,2.0,4,AM7,Z,10.1,7.3,8.8,32,207,5,4
2025,Audi,A5 Sedan quattro,Intermédiaire,2.0,4,AM7,Z,10.5,7.6,9.2,31,217,5,4
2025,Audi,A5 Sportback 45 TFSI quattro,Intermédiaire,2.0,4,AM7,Z,10.1,7.3,8.8,32,207,5,4
2025,Audi,A6 45 TFSI quattro,Intermédiaire,2.0,4,AM7,Z,10.0,7.7,8.9,32,211,5,4
2025,Audi,A6 55 TFSI quattro,Intermédiaire,3.0,6,AM7,Z,10.9,8.0,9.6,29,226,5,4
2025,Audi,A6 allroad 55 TFSI quattro,Familiale : intermédiaire,3.0,6,AM7,Z,10.9,8.0,9.6,29,226,5,4
2025,Audi,A7 Sportback,Intermédiaire,3.0,6,AM7,Z,10.9,8.0,9.6,29,226,5,4
2025,Audi,A8 quattro,Grande berline,3.0,6,AS8,Z,12.6,8.8,10.9,26,257,4,4
2025,Audi,Q3 40 TFSI quattro,Véhicule utilitaire sport : petit,2.0,4,AS8,X,10.7,8.0,9.5,30,224,5,5
2025,Audi,Q3 45 TFSI quattro,Véhicule utilitaire sport : petit,2.0,4,AS8,X,11.7,8.3,10.2,28,240,5,6
2025,Audi,Q5 40 TFSI quattro,Véhicule utilitaire sport : petit,2.0,4,AM7,Z,10.1,8.0,9.2,31,215,5,4
2025,Audi,Q5 45 TFSI quattro,Véhicule utilitaire sport : petit,2.0,4,AM7,Z,10.6,8.4,9.6,29,226,5,4
2025,Audi,Q5 Sportback 45 TFSI quattro,Véhicule utilitaire sport : petit,2.0,4,AM7,Z,10.6,8.4,9.6,29,226,5,4
2025,Audi,All-new Q5 TFSI quattro,Véhicule utilitaire sport : petit,2.0,4,AM7,Z,11.2,8.2,9.9,29,232,5,6
2025,Audi,All-new Q5 Sportback TFSI quattro,Véhicule utilitaire sport : petit,2.0,4,AM7,Z,11.2,8.2,9.9,29,232,5,6
2025,Audi,Q7 45 TFSI quattro,Véhicule utilitaire sport : ordinaire,2.0,4,AS8,Z,12.0,9.2,10.7,26,252,5,4
2025,Audi,Q7 55 TFSI quattro,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,13.0,10.0,11.7,24,275,4,4
2025,Audi,RS 3,Sous-compacte,2.5,5,AM7,Z,12.0,8.0,10.2,28,239,5,2
2025,Audi,RS 5 Coupé,Sous-compacte,2.9,6,AS8,Z,12.9,9.3,11.3,25,264,4,4
2025,Audi,RS 5 Sportback,Intermédiaire,2.9,6,AS8,Z,13.3,9.6,11.6,24,272,4,4
2025,Audi,RS 6 Avant quattro performance,Familiale : intermédiaire,4.0,8,AS8,Z,17.0,11.0,14.3,20,336,3,2
2025,Audi,RS 6 Avant GT,Familiale : intermédiaire,4.0,8,AS8,Z,17.0,11.0,14.3,20,336,3,2
2025,Audi,RS 7 Sportback quattro performance,Intermédiaire,4.0,8,AS8,Z,17.0,11.0,14.3,20,336,3,2
2025,Audi,RS Q8 performance,Véhicule utilitaire sport : ordinaire,4.0,8,AS8,Z,16.1,11.7,14.1,20,340,3,2
2025,Audi,S3 quattro,Sous-compacte,2.0,4,AM7,Z,10.4,7.6,9.1,31,215,5,4
2025,Audi,S4 quattro,Compacte,3.0,6,AS8,Z,11.0,8.1,9.7,29,228,5,4
2025,Audi,S5 Coupé quattro,Sous-compacte,3.0,6,AS8,Z,11.0,8.1,9.7,29,228,5,4
2025,Audi,S5 Sedan quattro,Intermédiaire,3.0,6,AM7,Z,12.3,8.3,10.5,27,247,5,4
2025,Audi,S5 Sportback quattro,Intermédiaire,3.0,6,AS8,Z,11.8,8.2,10.2,28,238,5,4
2025,Audi,S6 quattro,Intermédiaire,2.9,6,AS8,Z,12.4,8.9,10.8,26,254,5,4
2025,Audi,S7 quattro,Intermédiaire,2.9,6,AS8,Z,12.4,8.9,10.8,26,254,5,4
2025,Audi,S8 quattro,Grande berline,4.0,8,AS8,Z,16.0,10.0,13.3,21,312,4,2
2025,Audi,SQ5 quattro,Véhicule utilitaire sport : petit,3.0,6,AS8,Z,12.6,9.8,11.4,25,266,4,4
2025,Audi,SQ5 Sportback quattro,Véhicule utilitaire sport : petit,3.0,6,AS8,Z,12.6,9.8,11.4,25,266,4,4
2025,Audi,All-new SQ5 quattro,Véhicule utilitaire sport : petit,3.0,6,AM7,Z,12.2,8.9,10.7,26,251,5,4
2025,Audi,All-new SQ5 Sportback quattro,Véhicule utilitaire sport : petit,3.0,6,AM7,Z,12.2,8.9,10.7,26,251,5,4
2025,Audi,SQ7 quattro,Véhicule utilitaire sport : ordinaire,4.0,8,AS8,Z,16.0,11.2,13.8,20,325,3,2
2025,Audi,SQ8 quattro,Véhicule utilitaire sport : ordinaire,4.0,8,AS8,Z,16.1,11.9,14.2,20,335,3,2
2025,Bentley,Bentayga,Véhicule utilitaire sport : ordinaire,4.0,8,AS8,Z,17.1,11.4,14.6,19,343,3,2
2025,Bentley,Bentayga EWB,Véhicule utilitaire sport : ordinaire,4.0,8,AS8,Z,17.1,11.4,14.6,19,343,3,2
2025,BMW,228 xDrive Gran Coupe,Compacte,2.0,4,AM7,Z,9.0,6.3,7.7,37,179,6,7
2025,BMW,230i xDrive Coupe,Sous-compacte,2.0,4,AS8,Z,9.5,7.1,8.4,34,194,6,2
2025,BMW,330i xDrive Sedan,Compacte,2.0,4,AS8,Z,8.9,6.9,8.0,35,185,6,7
2025,BMW,430i xDrive Cabriolet,Sous-compacte,2.0,4,AS8,Z,9.6,7.1,8.5,33,196,6,7
2025,BMW,430i xDrive Coupe,Sous-compacte,2.0,4,AS8,Z,8.7,6.9,7.9,36,183,6,7
2025,BMW,430i xDrive Gran Coupe,Compacte,2.0,4,AS8,Z,9.3,6.9,8.2,34,190,6,7
2025,BMW,530i xDrive Sedan,Intermédiaire,2.0,4,AS8,Z,8.7,6.8,7.9,36,182,6,6
2025,BMW,760i xDrive Sedan,Grande berline,4.4,8,AS8,Z,13.3,9.3,11.5,25,265,4,4
2025,BMW,ALPINA XB7,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,15.2,11.6,13.6,21,314,4,4
2025,BMW,M2 Coupe,Sous-compacte,3.0,6,AS8,Z,14.4,10.3,12.5,23,290,4,4
2025,BMW,M2 Coupe,Sous-compacte,3.0,6,M6,Z,14.7,10.0,12.6,22,294,4,4
2025,BMW,M240i xDrive Coupe,Sous-compacte,3.0,6,AS8,Z,10.3,7.3,9.0,31,209,5,4
2025,BMW,M3 Sedan,Compacte,3.0,6,M6,Z,14.7,10.1,12.6,22,293,4,4
2025,BMW,M3 Competition Sedan,Compacte,3.0,6,AS8,Z,14.5,10.2,12.6,22,292,4,4
2025,BMW,M3 Competition M xDrive Sedan,Compacte,3.0,6,AS8,Z,14.9,10.3,12.8,22,296,4,4
2025,BMW,M340i xDrive Sedan,Compacte,3.0,6,AS8,Z,9.0,7.1,8.2,34,189,6,6
2025,BMW,M4 Coupe,Sous-compacte,3.0,6,M6,Z,14.7,10.1,12.6,22,293,4,4
2025,BMW,M4 Competition Coupe,Sous-compacte,3.0,6,AS8,Z,14.5,10.2,12.6,22,292,4,4
2025,BMW,M4 Competition M xDrive Cabriolet,Sous-compacte,3.0,6,AS8,Z,14.9,10.5,12.9,22,297,4,4
2025,BMW,M4 Competition M xDrive Coupe,Sous-compacte,3.0,6,AS8,Z,14.7,10.2,12.7,22,293,4,4
2025,BMW,M4 CS Coupe,Sous-compacte,3.0,6,AS8,Z,15.0,10.3,12.9,22,297,4,4
2025,BMW,M440i xDrive Cabriolet,Sous-compacte,3.0,6,AS8,Z,9.2,7.3,8.4,34,194,6,6
2025,BMW,M440i xDrive Coupe,Sous-compacte,3.0,6,AS8,Z,8.9,7.1,8.1,35,187,6,6
2025,BMW,M440i xDrive Gran Coupe,Compacte,3.0,6,AS8,Z,9.4,7.6,8.6,33,199,6,6
2025,BMW,M8 Competition Cabriolet,Sous-compacte,4.4,8,AS8,Z,16.1,10.9,13.8,20,321,3,2
2025,BMW,M8 Competition Coupe,Sous-compacte,4.4,8,AS8,Z,16.1,10.9,13.8,20,321,3,2
2025,BMW,M8 Competition Gran Coupe,Intermédiaire,4.4,8,AS8,Z,16.1,10.9,13.8,20,321,3,2
2025,BMW,M850i xDrive Cabriolet,Sous-compacte,4.4,8,AS8,Z,14.2,9.9,12.2,23,285,4,2
2025,BMW,M850i xDrive Coupe,Sous-compacte,4.4,8,AS8,Z,14.1,9.9,12.2,23,284,4,2
2025,BMW,M850i xDrive Gran Coupe,Intermédiaire,4.4,8,AS8,Z,14.2,9.9,12.2,23,285,4,2
2025,BMW,X1 xDrive28i,Véhicule utilitaire sport : petit,2.0,4,AM7,Z,9.7,7.1,8.5,33,198,6,7
2025,BMW,X1 M35i,Véhicule utilitaire sport : petit,2.0,4,AM7,Z,10.1,7.6,9.0,31,208,5,5
2025,BMW,X2 xDrive28i,Véhicule utilitaire sport : petit,2.0,4,AM7,Z,9.7,7.1,8.5,33,198,6,7
2025,BMW,X2 M35i,Véhicule utilitaire sport : petit,2.0,4,AM7,Z,10.3,7.3,8.9,32,206,5,5
2025,BMW,X3 xDrive30i,Véhicule utilitaire sport : petit,2.0,4,AS8,Z,8.8,7.1,8.1,35,186,6,7
2025,BMW,X3 M50i xDrive,Véhicule utilitaire sport : petit,3.0,6,AS8,Z,9.3,7.7,8.6,33,199,6,6
2025,BMW,X4 xDrive30i,Véhicule utilitaire sport : petit,2.0,4,AS8,Z,11.1,8.6,9.9,29,231,5,6
2025,BMW,X4 M,Véhicule utilitaire sport : petit,3.0,6,AS8,Z,15.7,11.7,13.9,20,323,3,2
2025,BMW,X4 M Competition,Véhicule utilitaire sport : petit,3.0,6,AS8,Z,15.7,11.7,13.9,20,323,3,2
2025,BMW,X4 M40i xDrive,Véhicule utilitaire sport : petit,3.0,6,AS8,Z,10.9,9.0,10.0,28,234,5,4
2025,BMW,X5 xDrive40i,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,10.1,8.7,9.4,30,218,5,6
2025,BMW,X5 M Competition,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,18.2,12.9,15.8,18,366,2,4
2025,BMW,X5 M60i xDrive,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,13.8,10.5,12.3,23,285,4,4
2025,BMW,X6 xDrive40i,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,10.3,8.9,9.6,29,223,5,6
2025,BMW,X6 M Competition,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,18.2,12.9,15.8,18,366,2,4
2025,BMW,X6 M60i xDrive,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,13.8,10.5,12.3,23,285,4,4
2025,BMW,X7 xDrive40i,Véhicule utilitaire sport : ordinaire,3.0,6,AS8,Z,11.6,9.6,10.7,26,247,5,6
2025,BMW,X7 M60i xDrive,Véhicule utilitaire sport : ordinaire,4.4,8,AS8,Z,14.7,11.6,13.3,21,310,4,4
2025,BMW,Z4 sDrive30i,Deux places,2.0,4,AS8,Z,9.4,7.1,8.4,34,194,6,6
2025,BMW,Z4 M40i,Deux places,3.0,6,AS8,Z,10.4,8.0,9.3,30,215,5,4
2025,BMW,Z4 M40i,Deux places,3.0,6,M6,Z,12.6,8.9,10.9,26,253,5,4
2025,Bugatti,Mistral,Deux places,8.0,16,AM7,Z,29.7,19.2,25.0,11,586,1,1
2025,Buick,Enclave AWD,Véhicule utilitaire sport : ordinaire,2.5,4,A8,X,12.3,9.9,11.2,25,262,4,5
2025,Buick,Encore GX,Véhicule utilitaire sport : petit,1.3,3,AV,X,8.0,7.6,7.8,36,183,6,6
2025,Buick,Encore GX AWD,Véhicule utilitaire sport : petit,1.3,3,A9,X,9.1,8.4,8.8,32,207,5,6
2025,Buick,Envision AWD,Véhicule utilitaire sport : petit,2.0,4,AS9,X,10.8,8.3,9.7,29,229,5,6
2025,Buick,Envista,Familiale : petite,1.2,3,A6,X,8.4,7.4,7.9,36,185,6,6
2025,Cadillac,CT4,Compacte,2.0,4,AS8,Z,10.6,7.3,9.1,31,214,5,6
2025,Cadillac,CT4,Compacte,2.7,4,AS10,Z,11.0,7.6,9.5,30,221,5,5
2025,Cadillac,CT4 AWD,Compacte,2.0,4,AS8,Z,11.0,7.6,9.5,30,223,5,6
2025,Cadillac,CT4 AWD,Compacte,2.7,4,AS10,Z,11.3,8.1,9.9,29,231,5,5
2025,Cadillac,CT4-V,Compacte,2.7,4,AS10,Z,11.8,8.2,10.2,28,236,5,5
2025,Cadillac,CT4-V,Compacte,3.6,6,AS10,Z,15.0,9.7,12.6,22,297,4,4
2025,Cadillac,CT4-V,Compacte,3.6,6,M6,Z,15.2,10.2,12.9,22,303,4,4
2025,Cadillac,CT4-V AWD,Compacte,2.7,4,AS10,Z,12.0,8.4,10.4,27,244,5,5
2025,Cadillac,CT5,Intermédiaire,2.0,4,AS10,Z,10.4,7.3,9.0,31,212,5,6
2025,Cadillac,CT5,Intermédiaire,3.0,6,AS10,Z,12.3,8.4,10.6,27,249,5,4
2025,Cadillac,CT5 AWD,Intermédiaire,2.0,4,AS10,Z,11.0,7.8,9.6,29,224,5,6
2025,Cadillac,CT5 AWD,Intermédiaire,3.0,6,AS10,Z,13.1,9.0,11.2,25,264,4,4
2025,Cadillac,CT5-V,Intermédiaire,3.0,6,AS10,Z,13.1,8.7,11.1,25,261,4,4
2025,Cadillac,CT5-V,Intermédiaire,6.2,8,AS10,Z,18.5,11.5,15.3,18,360,2,2
2025,Cadillac,CT5-V,Intermédiaire,6.2,8,M6,Z,18.7,11.6,15.5,18,365,2,2
2025,Cadillac,CT5-V AWD,Intermédiaire,3.0,6,AS10,Z,13.8,9.0,11.7,24,275,4,4
2025,Cadillac,Escalade 4WD,Véhicule utilitaire sport : ordinaire,6.2,8,A10,Z,16.6,13.0,15.0,19,352,3,5
2025,Cadillac,Escalade-V AWD,Véhicule utilitaire sport : ordinaire,6.2,8,AS10,Z,20.8,13.8,17.7,16,415,1,2
2025,Cadillac,XT4 AWD,Véhicule utilitaire sport : petit,2.0,4,AS9,Z,10.4,8.3,9.5,30,222,5,6
2025,Cadillac,XT5,Véhicule utilitaire sport : petit,2.0,4,AS9,Z,10.9,8.2,9.7,29,228,5,6
2025,Cadillac,XT5 AWD,Véhicule utilitaire sport : petit,2.0,4,AS9,Z,11.2,8.7,10.1,28,237,5,6
2025,Cadillac,XT5 AWD,Véhicule utilitaire sport : petit,3.6,6,AS9,X,12.9,9.2,11.2,25,264,4,5
2025,Cadillac,XT6 AWD,Véhicule utilitaire sport : petit,2.0,4,AS9,Z,11.2,9.0,10.2,28,239,5,6
2025,Cadillac,XT6 AWD,Véhicule utilitaire sport : petit,3.6,6,AS9,X,13.1,9.5,11.5,25,270,4,5
2025,Chevrolet,Blazer AWD,Véhicule utilitaire sport : petit,2.0,4,A9,X,10.8,8.7,9.9,29,229,5,6
2025,Chevrolet,Blazer AWD,Véhicule utilitaire sport : petit,3.6,6,A9,X,12.8,9.1,11.2,25,262,4,5
2025,Chevrolet,Colorado,Camionnette : ordinaire,2.7,4,A8,X,12.4,10.3,11.5,25,291,4,6
2025,Chevrolet,Colorado 4WD,Camionnette : ordinaire,2.7,4,A8,X,13.6,11.0,12.4,23,303,4,6
2025,Chevrolet,Colorado 4WD Mud Terrain Tire,Camionnette : ordinaire,2.7,4,A8,X,14.0,11.9,13.1,22,307,4,6
2025,Chevrolet,Colorado ZR2 4WD,Camionnette : ordinaire,2.7,4,A8,X,14.1,13.8,14.0,20,328,3,6
2025,Chevrolet,Colorado ZR2 Bison 4WD,Camionnette : ordinaire,2.7,4,A8,X,14.8,15.1,14.9,19,350,3,6
2025,Chevrolet,Corvette,Deux places,6.2,8,AS8,Z,15.0,9.4,12.5,23,294,4,4
2025,Chevrolet,Corvette E-Ray,Deux places,6.2,8,AS8,Z,15.2,9.7,12.7,22,298,4,2
2025,Chevrolet,Corvette Z06,Deux places,5.5,8,AS8,Z,20.0,11.7,16.3,17,382,2,2
2025,Chevrolet,Corvette Z06 Carbon Aero,Deux places,5.5,8,AS8,Z,20.0,12.6,16.7,17,392,2,2
2025,Chevrolet,Corvette ZR1,Deux places,5.5,8,AS8,Z,20.0,13.0,16.9,17,396,2,2
2025,Chevrolet,Equinox,Véhicule utilitaire sport : petit,1.5,4,AV,X,9.2,8.3,8.8,32,206,5,6
2025,Chevrolet,Equinox AWD,Véhicule utilitaire sport : petit,1.5,4,A8,X,10.0,8.2,9.2,31,216,5,6
2025,Chevrolet,Malibu,Intermédiaire,1.5,4,AV,X,8.5,6.8,7.7,37,180,6,6
2025,Chevrolet,Silverado,Camionnette : ordinaire,2.7,4,A8,X,13.4,11.2,12.5,23,292,4,6
2025,Chevrolet,Silverado,Camionnette : ordinaire,3.0,6,A10,D,10.0,8.3,9.3,30,249,5,4
2025,Chevrolet,Silverado,Camionnette : ordinaire,5.3,8,A10,X,14.8,11.2,13.2,21,309,4,6
2025,Chevrolet,Silverado 4WD,Camionnette : ordinaire,2.7,4,A8,X,13.7,12.0,12.9,22,303,4,6
2025,Chevrolet,Silverado 4WD Mud Terrain Tire,Camionnette : ordinaire,2.7,4,A8,X,14.7,13.8,14.3,20,335,3,6
2025,Chevrolet,Silverado 4WD,Camionnette : ordinaire,3.0,6,A10,D,10.7,9.3,10.1,28,270,4,4
2025,Chevrolet,Silverado 4WD (With Sport Mode),Camionnette : ordinaire,3.0,6,A10,D,10.6,9.0,9.9,29,266,4,4
2025,Chevrolet,Silverado 4WD Mud Terrain Tire,Camionnette : ordinaire,3.0,6,A10,D,11.1,10.0,10.6,27,285,4,4
2025,Chevrolet,Silverado 4WD,Camionnette : ordinaire,5.3,8,A10,X,15.2,12.4,13.9,20,326,3,6
2025,Chevrolet,Silverado 4WD FFV,Camionnette : ordinaire,5.3,8,A10,X,15.2,12.2,13.9,20,326,3,4
2025,Chevrolet,Silverado 4WD FFV,Camionnette : ordinaire,5.3,8,A10,E,21.3,16.6,19.2,15,318,3,4
2025,Chevrolet,Silverado 4WD Mud Terrain Tire,Camionnette : ordinaire,5.3,8,A10,X,15.6,13.1,14.5,19,339,3,6
2025,Chevrolet,Silverado 4WD,Camionnette : ordinaire,6.2,8,A10,Z,15.8,12.0,14.1,20,331,3,5
2025,Chevrolet,Silverado 4WD Mud Terrain Tire,Camionnette : ordinaire,6.2,8,A10,Z,17.1,14.0,15.7,18,368,2,5
2025,Chevrolet,Silverado 4WD ZR2,Camionnette : ordinaire,3.0,6,A10,D,11.7,10.3,11.1,25,298,4,4
2025,Chevrolet,Silverado 4WD ZR2,Camionnette : ordinaire,6.2,8,A10,Z,17.1,14.1,15.7,18,370,2,5
2025,Chevrolet,Suburban,Véhicule utilitaire sport : ordinaire,5.3,8,A10,X,15.7,12.0,14.0,20,329,3,6
2025,Chevrolet,Suburban 4WD,Véhicule utilitaire sport : ordinaire,3.0,6,A10,D,11.5,9.7,10.7,26,287,4,4
2025,Chevrolet,Suburban 4WD,Véhicule utilitaire sport : ordinaire,5.3,8,A10,X,17.1,12.6,15.1,19,353,3,6
2025,Chevrolet,Suburban 4WD,Véhicule utilitaire sport : ordinaire,6.2,8,A10,Z,16.6,13.0,15.0,19,352,3,5
2025,Chevrolet,Tahoe,Véhicule utilitaire sport : ordinaire,5.3,8,A10,X,15.7,12.0,14.0,20,329,3,6
2025,Chevrolet,Tahoe 4WD,Véhicule utilitaire sport : ordinaire,3.0,6,A10,D,11.5,9.7,10.7,26,287,4,4
2025,Chevrolet,Tahoe 4WD,Véhicule utilitaire sport : ordinaire,5.3,8,A10,X,15.9,12.5,14.4,20,337,3,6
2025,Chevrolet,Tahoe 4WD,Véhicule utilitaire sport : ordinaire,6.2,8,A10,Z,16.6,13.0,15.0,19,352,3,5
2025,Chevrolet,Trailblazer,Véhicule utilitaire sport : petit,1.2,3,AV,X,7.8,7.7,7.8,36,183,6,6
2025,Chevrolet,Trailblazer,Véhicule utilitaire sport : petit,1.2,3,AV,E,10.7,10.2,10.5,27,175,6,6
2025,Chevrolet,Trailblazer,Véhicule utilitaire sport : petit,1.3,3,AV,X,8.1,7.2,7.7,37,181,6,6
2025,Chevrolet,Trailblazer AWD,Véhicule utilitaire sport : petit,1.3,3,A9,X,9.1,8.1,8.7,32,204,5,6
2025,Chevrolet,Traverse AWD,Véhicule utilitaire sport : ordinaire,2.5,4,A8,X,12.3,9.9,11.2,25,262,4,5
2025,Chevrolet,Trax,Familiale : petite,1.2,3,A6,X,8.5,7.6,8.1,35,190,6,6
2025,Chrysler,Grand Caravan,Fourgonnette,3.6,6,A9,X,12.4,8.4,10.6,27,249,5,6
2025,Chrysler,Pacifica,Fourgonnette,3.6,6,A9,X,12.4,8.4,10.6,27,249,5,6
2025,Chrysler,Pacifica AWD,Fourgonnette,3.6,6,A9,X,14.1,9.4,12.0,24,279,4,6
2025,Dodge,Durango AWD,Véhicule utilitaire sport : ordinaire,3.6,6,A8,X,13.5,10.0,11.9,24,280,4,6
2025,Dodge,Durango AWD,Véhicule utilitaire sport : ordinaire,5.7,8,A8,X,16.7,10.9,14.1,20,331,3,4
2025,Dodge,Durango AWD SRT Hellcat,Véhicule utilitaire sport : ordinaire,6.2,8,A8,Z,20.5,13.8,17.4,16,410,1,1
2025,Dodge,Hornet AWD,Véhicule utilitaire sport : petit,2.0,4,A9,X,11.3,8.1,9.9,29,231,5,6
2025,Ferrari,12Cilindri,Deux places,6.5,12,AM8,Z,19.6,12.7,16.5,17,385,2,5
2025,Ferrari,12Cilindri Spider,Deux places,6.5,12,AM8,Z,19.6,13.5,16.8,17,393,2,5
2025,Ferrari,Daytona SP3,Deux places,6.5,12,AM7,Z,19.9,14.8,17.6,16,410,1,2
2025,Ferrari,Purosangue,Véhicule utilitaire sport : ordinaire,6.5,12,AM8,Z,22.0,15.3,19.0,15,442,1,5
2025,Ferrari,Roma Spider,Minicompacte,3.9,8,AM8,Z,13.9,10.5,12.4,23,290,4,5
2025,Ford,Bronco 4WD,Véhicule utilitaire sport : petit,2.3,4,AS10,X,12.9,10.9,12.0,24,289,4,6
2025,Ford,Bronco 4WD,Véhicule utilitaire sport : petit,2.3,4,M7,X,12.9,11.0,12.1,23,291,4,6
2025,Ford,Bronco 4WD,Véhicule utilitaire sport : petit,2.7,6,AS10,X,13.7,13.1,13.4,21,314,4,5
2025,Ford,Bronco 4WD (With Sport Mode),Véhicule utilitaire sport : petit,2.7,6,AS10,X,13.8,12.7,13.3,21,313,4,5
2025,Ford,Bronco Badlands 4WD,Véhicule utilitaire sport : petit,2.3,4,AS10,X,14.0,12.5,13.3,21,321,3,6
2025,Ford,Bronco Badlands 4WD,Véhicule utilitaire sport : petit,2.3,4,M7,X,13.9,12.9,13.5,21,326,3,6
2025,Ford,Bronco Outer Banks 4WD,Véhicule utilitaire sport : ordinaire,2.7,6,AS10,X,12.5,11.4,12.0,24,282,4,5
2025,Ford,Bronco Raptor 4WD,Véhicule utilitaire sport : ordinaire,3.0,6,AS10,X,15.7,14.8,15.3,18,358,2,5
2025,Ford,Bronco Sasquatch 4WD,Véhicule utilitaire sport : petit,2.3,4,AS10,X,13.8,12.4,13.2,21,310,4,6
2025,Ford,Bronco Sasquatch 4WD,Véhicule utilitaire sport : petit,2.3,4,M7,X,13.8,12.4,13.2,21,310,4,6
2025,Ford,Bronco Sport 4WD,Véhicule utilitaire sport : petit,1.5,3,A8,X,9.3,7.9,8.7,32,203,5,6
2025,Ford,Bronco Sport 4WD,Véhicule utilitaire sport : petit,2.0,4,AS8,X,11.2,8.7,10.1,28,237,5,6
2025,Ford,Bronco Sport Sasquatch,Véhicule utilitaire sport : petit,1.5,3,A8,X,10.2,9.0,9.7,29,228,5,6
2025,Ford,Escape,Véhicule utilitaire sport : petit,1.5,3,A8,X,8.9,6.9,8.0,35,185,6,6
2025,Ford,Escape AWD,Véhicule utilitaire sport : petit,1.5,3,A8,X,9.2,7.4,8.4,34,196,6,6
2025,Ford,Escape AWD,Véhicule utilitaire sport : petit,2.0,4,A8,X,10.2,7.6,9.1,31,213,5,6
2025,Ford,Escape Hybrid,Véhicule utilitaire sport : petit,2.5,4,AV,X,5.6,6.5,6.0,47,140,7,7
2025,Ford,Escape Hybrid AWD,Véhicule utilitaire sport : petit,2.5,4,AV,X,5.6,6.5,6.0,47,140,7,7
2025,Ford,Expedition 4WD,Véhicule utilitaire sport : ordinaire,3.5,6,AS10,X,15.4,10.7,13.3,21,312,4,6
2025,Ford,Explorer AWD,Véhicule utilitaire sport : ordinaire,2.3,4,A10,X,11.9,8.7,10.4,27,245,5,6
2025,Ford,Explorer AWD,Véhicule utilitaire sport : ordinaire,3.0,6,A10,X,13.0,9.3,11.3,25,266,4,5
2025,Ford,Explorer AWD,Véhicule utilitaire sport : ordinaire,3.0,6,AS10,X,13.3,9.6,11.6,24,273,4,5
2025,Ford,F-150,Camionnette : ordinaire,2.7,6,AS10,X,12.8,9.5,11.3,25,265,4,6
