"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Motif principal du voyage";"Durée de voyage";"Statistiques de voyage";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2022-10";"Saskatchewan";"2021A000247";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320778";"10.8.1.2";"245";"D";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320779";"10.8.2.1";"188";"E";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320780";"10.8.2.2";"188";"E";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320781";"10.8.3.1";"59";"D";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320782";"10.8.3.2";"57";"D";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320783";"10.9.1.1";"42";"D";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320784";"10.9.1.2";"41";"D";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320785";"10.9.2.1";"17";"E";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320786";"10.9.2.2";"17";"E";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320787";"10.9.3.1";"26";"E";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320788";"10.9.3.2";"24";"E";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320789";"10.10.1.1";"204";"E";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320790";"10.10.1.2";"204";"E";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320791";"10.10.2.1";"171";"E";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320792";"10.10.2.2";"171";"E";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320793";"10.10.3.1";"33";"E";"";"";"0"
"2022-10";"Saskatchewan";"2021A000247";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320794";"10.10.3.2";"33";"E";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320795";"11.1.1.1";"8548";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320796";"11.1.1.2";"6791";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320797";"11.1.2.1";"5653";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320798";"11.1.2.2";"4515";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320799";"11.1.3.1";"2895";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320800";"11.1.3.2";"2276";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320801";"11.2.1.1";"7593";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320802";"11.2.1.2";"6031";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320803";"11.2.2.1";"4949";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320804";"11.2.2.2";"3999";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320805";"11.2.3.1";"2644";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320806";"11.2.3.2";"2033";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320807";"11.3.1.1";"3234";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320808";"11.3.1.2";"2511";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320809";"11.3.2.1";"2407";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320810";"11.3.2.2";"1802";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320811";"11.3.3.1";"827";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320812";"11.3.3.2";"709";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320813";"11.4.1.1";"3007";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320814";"11.4.1.2";"2383";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320815";"11.4.2.1";"1567";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320816";"11.4.2.2";"1329";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320817";"11.4.3.1";"1440";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320818";"11.4.3.2";"1054";"B";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320819";"11.5.1.1";"108";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320820";"11.5.1.2";"78";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320821";"11.5.2.1";"38";"E";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320822";"11.5.2.2";"27";"E";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320823";"11.5.3.1";"71";"E";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320824";"11.5.3.2";"51";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320825";"11.6.1.1";"564";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320826";"11.6.1.2";"508";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320827";"11.6.2.1";"464";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320828";"11.6.2.2";"444";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320829";"11.6.3.1";"100";"E";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320830";"11.6.3.2";"64";"E";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Autre motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320831";"11.7.1.1";"678";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Autre motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320832";"11.7.1.2";"552";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320833";"11.7.2.1";"472";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320834";"11.7.2.2";"396";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320835";"11.7.3.1";"206";"E";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320836";"11.7.3.2";"155";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320837";"11.8.1.1";"955";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320838";"11.8.1.2";"759";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320839";"11.8.2.1";"704";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320840";"11.8.2.2";"516";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320841";"11.8.3.1";"251";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320842";"11.8.3.2";"243";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320843";"11.9.1.1";"133";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320844";"11.9.1.2";"125";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320845";"11.9.2.1";"";"F";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320846";"11.9.2.2";"";"F";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320847";"11.9.3.1";"111";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320848";"11.9.3.2";"103";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320849";"11.10.1.1";"823";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320850";"11.10.1.2";"634";"C";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320851";"11.10.2.1";"682";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320852";"11.10.2.2";"494";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320853";"11.10.3.1";"140";"D";"";"";"0"
"2022-10";"Alberta";"2021A000248";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320854";"11.10.3.2";"140";"D";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320855";"12.1.1.1";"8396";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320856";"12.1.1.2";"6981";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320857";"12.1.2.1";"5203";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320858";"12.1.2.2";"4143";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320859";"12.1.3.1";"3193";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320860";"12.1.3.2";"2839";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320861";"12.2.1.1";"7836";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320862";"12.2.1.2";"6426";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320863";"12.2.2.1";"4962";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320864";"12.2.2.2";"3906";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320865";"12.2.3.1";"2874";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320866";"12.2.3.2";"2521";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320867";"12.3.1.1";"2942";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320868";"12.3.1.2";"2426";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320869";"12.3.2.1";"1671";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320870";"12.3.2.2";"1326";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320871";"12.3.3.1";"1270";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320872";"12.3.3.2";"1100";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320873";"12.4.1.1";"3232";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320874";"12.4.1.2";"2803";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320875";"12.4.2.1";"1870";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320876";"12.4.2.2";"1583";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320877";"12.4.3.1";"1362";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320878";"12.4.3.2";"1221";"B";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320879";"12.5.1.1";"74";"E";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320880";"12.5.1.2";"55";"E";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320881";"12.5.2.1";"24";"E";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320882";"12.5.2.2";"24";"E";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320883";"12.5.3.1";"50";"E";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320884";"12.5.3.2";"31";"E";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320885";"12.6.1.1";"497";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320886";"12.6.1.2";"427";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320887";"12.6.2.1";"420";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320888";"12.6.2.2";"356";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320889";"12.6.3.1";"77";"E";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320890";"12.6.3.2";"71";"E";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Autre motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320891";"12.7.1.1";"1092";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Autre motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320892";"12.7.1.2";"716";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320893";"12.7.2.1";"977";"D";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320894";"12.7.2.2";"617";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320895";"12.7.3.1";"115";"D";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320896";"12.7.3.2";"98";"D";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320897";"12.8.1.1";"560";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320898";"12.8.1.2";"555";"C";"";"";"0"
"2022-10";"Colombie-Britannique";"2021A000259";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320899";"12.8.2.1";"241";"D";"";"";"0"
