"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Motif principal du voyage";"Durée de voyage";"Statistiques de voyage";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2025-10";"Alberta";"2021A000248";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320797";"11.1.2.1";"6272";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320798";"11.1.2.2";"5520";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320799";"11.1.3.1";"2863";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320800";"11.1.3.2";"2535";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320801";"11.2.1.1";"8165";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320802";"11.2.1.2";"7142";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320803";"11.2.2.1";"5613";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320804";"11.2.2.2";"4917";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320805";"11.2.3.1";"2552";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320806";"11.2.3.2";"2224";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320807";"11.3.1.1";"3239";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320808";"11.3.1.2";"2764";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320809";"11.3.2.1";"2298";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320810";"11.3.2.2";"1949";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320811";"11.3.3.1";"941";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320812";"11.3.3.2";"816";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320813";"11.4.1.1";"3348";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320814";"11.4.1.2";"2909";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320815";"11.4.2.1";"1889";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320816";"11.4.2.2";"1622";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320817";"11.4.3.1";"1459";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320818";"11.4.3.2";"1287";"B";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320819";"11.5.1.1";"138";"D";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320820";"11.5.1.2";"126";"D";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320821";"11.5.2.1";"116";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320822";"11.5.2.2";"106";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320823";"11.5.3.1";"22";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320824";"11.5.3.2";"19";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320825";"11.6.1.1";"828";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320826";"11.6.1.2";"818";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320827";"11.6.2.1";"815";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320828";"11.6.2.2";"807";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320829";"11.6.3.1";"13";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320830";"11.6.3.2";"11";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Autre motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320831";"11.7.1.1";"611";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Autre motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320832";"11.7.1.2";"525";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320833";"11.7.2.1";"495";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320834";"11.7.2.2";"433";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320835";"11.7.3.1";"116";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320836";"11.7.3.2";"91";"D";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320837";"11.8.1.1";"971";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320838";"11.8.1.2";"914";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320839";"11.8.2.1";"659";"D";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320840";"11.8.2.2";"603";"D";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320841";"11.8.3.1";"311";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320842";"11.8.3.2";"311";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320843";"11.9.1.1";"236";"D";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320844";"11.9.1.2";"236";"D";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320845";"11.9.2.1";"91";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320846";"11.9.2.2";"91";"E";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320847";"11.9.3.1";"145";"D";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320848";"11.9.3.2";"145";"D";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320849";"11.10.1.1";"734";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320850";"11.10.1.2";"678";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320851";"11.10.2.1";"568";"D";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320852";"11.10.2.2";"512";"D";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320853";"11.10.3.1";"166";"C";"";"";"0"
"2025-10";"Alberta";"2021A000248";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320854";"11.10.3.2";"166";"C";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320855";"12.1.1.1";"10518";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320856";"12.1.1.2";"9263";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320857";"12.1.2.1";"6937";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320858";"12.1.2.2";"5935";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320859";"12.1.3.1";"3580";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320860";"12.1.3.2";"3328";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320861";"12.2.1.1";"9644";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320862";"12.2.1.2";"8393";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320863";"12.2.2.1";"6484";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320864";"12.2.2.2";"5482";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320865";"12.2.3.1";"3160";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320866";"12.2.3.2";"2912";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320867";"12.3.1.1";"4379";"C";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320868";"12.3.1.2";"3511";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320869";"12.3.2.1";"3085";"C";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320870";"12.3.2.2";"2344";"C";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320871";"12.3.3.1";"1294";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320872";"12.3.3.2";"1167";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320873";"12.4.1.1";"3931";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320874";"12.4.1.2";"3657";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320875";"12.4.2.1";"2254";"C";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320876";"12.4.2.2";"2084";"C";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320877";"12.4.3.1";"1677";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320878";"12.4.3.2";"1572";"B";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320879";"12.5.1.1";"121";"E";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320880";"12.5.1.2";"103";"D";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320881";"12.5.2.1";"73";"E";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320882";"12.5.2.2";"62";"E";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320883";"12.5.3.1";"48";"E";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320884";"12.5.3.2";"42";"E";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320885";"12.6.1.1";"596";"D";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320886";"12.6.1.2";"552";"D";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320887";"12.6.2.1";"596";"D";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320888";"12.6.2.2";"551";"D";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320889";"12.6.3.1";"";"F";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320890";"12.6.3.2";"";"F";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Autre motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320891";"12.7.1.1";"616";"C";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Autre motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320892";"12.7.1.2";"571";"C";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320893";"12.7.2.1";"477";"C";"";"";"0"
"2025-10";"Colombie-Britannique";"2021A000259";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320894";"12.7.2.2";"441";"C";"";"";"0"
